Station Name,Street Address,Latitude,Longitude
CITY OF LIBERTY LAKE,22710 E Country Vista Dr,47.671569,-117.102884
Trailhead Golf Course,22302 E. Country Vista Dr.,47.667327,-117.106385
BIG TROUT LODGE CHARGER4,22809 E Country Vista Dr,47.669173,-117.098508
BIG TROUT LODGE CHARGER3,22809 E Country Vista Dr,47.668993,-117.098183
BIG TROUT LODGE CHARGER1,22809 E Country Vista Dr,47.669187,-117.098583
Liberty Lake Park and Ride L2,E. Mission Ave,47.670514,-117.103246
MB OF SPOKANE OUTSIDE 1,21802 E George Gee Ave,47.67109,-117.112915
"Liberty Lake, WA - Tesla Supercharger",21728 E Mission Ave,47.67381,-117.1130101
Adrift Hotel,409 Sid Snyder Dr.,46.3455914,-124.060608
LONG BEACH STATION 1,406 Oregon Ave S,46.349067,-124.053026
LCC LCC H&S #1,1810 Maple Street,46.141922,-122.940192
Cowlitz PUD Main Office,961 12th avenue,46.1315296,-122.9358643
PORT OFFICE ADMINREARSOUTH,10 International Way,46.107135,-122.941812
Lopez Community Land Trust,25 Tuatara Rd,48.530774,-122.914874
Lopez Island Library,2225 Fisherman Bay Rd,48.521863,-122.909571
Southend General Store and Restaurant,3024 Mud Bay Rd,48.44512,-122.86036
Lopez Village Market,162 Weeks Rd,48.52618264160765,-122.91266536441802
Porch Swing Properties,610 Front St,48.942575,-122.455243
Bartell Drugs - Tesla Supercharger,3625 148th St SW,47.864533,-122.28197
Safeway 14826 Highway 99,14826 Highway 99,47.863705,-122.283875
"531632: MR Creekside, LLC",20311 52nd Avenue West,47.8142359,-122.3016909
HUDSON NRTHVIEW STATION 1,20816 44th Ave W,47.8107,-122.295343
HUDSON NRTHVIEW STATION 4,20800 44th Ave W,47.810125,-122.294145
HUDSON NRTHVIEW STATION 3,20800 44th Ave W,47.81013,-122.294248
Alderwood Mall Jamba Juice DCFC,3000 184Th St Sw,47.828184,-122.275288
HUDSON NRTHVIEW STATION 2,20800 44th Ave W,47.810176,-122.294266
Alderwood Mall PF Chang's,3000 184Th St Sw,47.83112125,-122.27003975
Alderwood Mall Macy's,3000 184Th St Sw,47.828949,-122.2711475
Homewood Suites by Hilton - Lynnwood Seattle Everett,18123 Alderwood Mall Pkwy,47.833778,-122.268338
Lynnwood Convention Center,3711 196Th St Sw,47.8219955,-122.2839105
SANDBERG VOLVO STATION 2,17025 Hwy 99,47.843755,-122.294874
"Target T0338 - Lynnwood, WA",18305 Alderwood Mall Pkwy,47.83199,-122.26733
Alderwood Mall JC Penny Parking Garage DCFC,3000 184Th St Sw,47.830769108,-122.27515344
Whole Foods Lynnwood,2808 196th St SW,47.820256,-122.271361
Alderwood Mall Nordstrom,3000 184Th St Sw,47.831167333,-122.275226667
Alderwood Mall JC Penny Parking Garage 2nd Floor,3000 184Th St Sw,47.830787,-122.275145
"Walgreens - Lynnwood, WA #6302",16423 Larch Way,47.848697,-122.246153
Kohl's Lynnwood,18405 Alderwood Mall Pkwy,47.8312655,-122.266719
ALLEGRO 2019 ASH CREEK,16605 Ash Way,47.847481,-122.261384
HUDSON NRTHVIEW STATION 5,20800 44th Ave W,47.810153,-122.294123
Fred Meyer - Tesla Supercharger,2902 164th Street SW,47.846714,-122.271389
SANDBERG VOLVO STATION 1,17025 Hwy 99,47.844271,-122.29492
Lynnwood Apartments,4200 Alderwood Mall Blvd,47.816836,-122.290084
Alta Cellars - Tesla Destination,135 Wapato Wy,47.884887,-120.156959
Hard Row to Hoe Vineyards - Tesla Destination,300 Ivan Morse Rd,47.896557,-120.132386
Mountain View Lodge & Resort,25 Wapato Way,47.883847,-120.154608
NE STATION NW STATION,6221 31st Ave NE,48.052641,-122.189422
NE STATION NE STATION,6221 31st Ave NE,48.052498,-122.189401
DC CORRIDOR TARGET MV DC2,16822 Twin Lakes Ave,48.149754,-122.190449
KOHL'S - CHPT 1017 MARYSVILLE,3713 116th St NE,48.1017,-122.181315
LQ Maryville,11430 38th Drive Northeast,48.09885,-122.17922
MCC CHARGERS CPE250-1,1404 5th St,48.052642,-122.178325
DC CORRIDOR TARGET MV DC1,16822 Twin Lakes Ave,48.149743,-122.190468
Mazama Country Inn,15 Country Rd,48.594482,-120.406494
Mead Chevron,3812 E Highland Rd,47.786952,-117.353857
Sunwest Automotive Engine Inc,210 S Broad St,47.571612,-117.681838
"Walgreens - Mercer Island, WA #3733",7707 SE 27th St,47.5866676,-122.2340887
UDR ISLAND SQ APT 2,2758 78th Ave se,47.585809,-122.233237
MERCER ISLAND MI COMMUN CTR,8236 SE 24th MI Community Center,47.590057,-122.228541
ALJOYA 1 EV CHARGER,2430 76th Ave SE,47.588122,-122.237206
MERCER ISLAND CITY HALL #1,9611 SE 36th St City Hall,47.577257,-122.209818
UDR ISLAND SQ APT 1,2758 78th Ave se,47.585782,-122.233277
MERCER ISLAND CITY HALL #2,9611 SE 36th St City Hall,47.577174,-122.209822
MERCER ISLAND CITY HALL #3,9611 SE 36th St City Hall,47.577105,-122.209831
MI SCHOOLS NORTHWOOD #1,4030 86th Ave SE,47.573641,-122.223648
Metaline Falls Visitor Center,225 East 5th Avenue,48.862062,-117.369619
"Amazon Go, Mill Creek WA","13209 39th Avenue SE, Suite A2",47.877436435,-122.179395431
Gull Wing Inn,4852 Pacific Ave,47.24044,-124.216904
Moonstone Beach Motel - Tesla Destination,4849 Pacific Ave,47.240392,-124.217215
Safeway 19651 Hwy 2,19651 U.S. 2,47.859687,-121.967706
"Walmart 5628 - Monroe, WA",19191 N Kelsey Street,47.86516,-121.97318
Snohomish County - Evergreen Fairgrounds,14405 179th Ave SE,47.868914,-121.987449
Fred Meyer - Tesla Supercharger,18805 US-2,47.862572,-121.976585
ESD MORTON DCFC,521 Adams Ave,46.555512,-122.280013
ESD MORTON L2,521 Adams Ave,46.555513,-122.28006
Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,2380 S Maiers Rd,47.10335,-119.251036
Lep Re Kon Harvest Foods - Tesla Supercharger,2709 West Broadway Avenue,47.103514,-119.310208
EN Moses Lake,312 W Third Ave.,47.12852,-119.281584
ESD MOSSYROCK L2,748 Williams St,46.533843,-122.484954
Adytum Sanctuary - Tesla Destination,186 Skyview Dr,46.545331,-122.508967
ESD MOSSYROCK DCFC,748 Williams St,46.533843,-122.484997
"Walmart 2596 - Mount Vernon, WA",2301 Freeway Dr.,48.44174,-122.34476
SKAGIT STATION SS1,105 E Kincaid St,48.418198,-122.334391
SKAGIT COUNTY ADMIN STATION 2,1800 Continental Pl,48.437569,-122.325494
SKAGITYMCA THREE,1901 Hoag Rd,48.443125,-122.316511
SKAGITYMCA TWO,1901 Hoag Rd,48.44309,-122.316904
Mount Vernon Plaza,315 East College Way,48.437167,-122.3369445
SKAGITYMCA ONE,1901 Hoag Rd,48.443205,-122.316279
SKAGIT STATION SS2,105 E Kincaid St,48.417923,-122.334809
Albertsons 4301 212th Street SW,4301 212th Street SW,47.80738,-122.290565
MTE EDMONDS SCHOOL,21975 52nd Ave W,47.798901,-122.3025
MOUNTLAKE EVCS STATION1,23204 58th Ave W,47.787897,-122.311661
MOUNTLAKE EVCS STATION2,23204 58th Ave W,47.787867,-122.31192
Skagit Valley College,1800 N Laventure Rd,48.436733,-122.312699
Burgermaster,2030 Freeway Dr,48.439781,-122.341794
Skagit Valley College - Lewis Hall,2405 E. College Way,48.436844,-122.312753
IBEW Local 191,306 Anderson Rd,48.3990120273125,-122.333582969284
Skagit Valley College - Annex,2405 E. College Way,48.436423,-122.3088327
Light House Park,609 Front Street,47.9487555,-122.3062009
"Walgreens at 10200 Mukilteo Speedway, Mukilteo",10200 Mukilteo Speedway,47.905435,-122.2937315
HARBOUR POINT HBP STATION A,11700 Mukilteo Speedway,47.890423,-122.286971
Naches,8894 US-12,46.71653,-120.677423
ESD WHITEPASS L2,48850 US-12,46.639615,-121.390658
Hobuck Beach  Resort - Tesla Destination,2726 Makah Passage,48.340723,-124.662924
Hobuck Beach Resort  RV Camping - Tesla Destination,3346 Makah Passage,48.3334791,-124.6593683
Hobuck Beach Resorts South,2726 Makah Passage,48.3331786074504,-124.660029250436
431604 : Avalon Newcastle Commons,13398 Newcastle Commons Drive,47.5437808,-122.1613321
Pend Oreille PUD,130 North Washington Avenue,48.1817654,-117.043496
TA Petro - Tesla Supercharger,46600 SE North Bend Way,47.468033,-121.716442
Sno Falls - Credit Union,PO Box 2510,47.4956579,-121.7867775
North Bend Premium Outlets,461 S. Fork Avenue,47.49129,-121.79356
North Bend Premium Outlets,461 S Fork Ave SW,47.49132,-121.79308
Safeway 1450 SW Erie St,1450 SW Erie St,48.286317,-122.6620275
Ocean Shores Visitor Center - Tesla Supercharger,120 W Chance a La Mer NW,47.0080700982166,-124.16514134488
QBRC QBRC 2,78 SR 115,47.042614,-124.170718
QBRC QBRC 1,78 SR 115,47.042642,-124.170682
Doe Bay Resort,107 Doe Bay Rd,48.641279,-122.781015
THURSTON COUNTY COURTHOUSE 1,County Courthouse,47.028924,-122.913101
NRB Visitor Parking Lot,1111 Washington St SE,47.037347,-122.897324
MOTORPOOL VISITOR CTR 1,103 Sid Snyder Ave SW,47.035325,-122.901166
Nisqually Red Wind Casino,12819 Yelm Hwy SE,47.0002897,-122.6682861
Capital Mall North Entrance,625 Black Lake Blvd,47.042561,-122.9364625
CAPITAL GATEWAY STATION 8,505 14th Ave SE,47.035846,-122.8949
CAPITAL GATEWAY STATION 2,505 14th Ave SE,47.035865,-122.894692
Olympia Nissan,2220 Carriage Dr SW,47.031067,-122.930247
123 4th Apartments Location 2,123 4th Avenue W.,47.044722,-122.902484
Martin Way Marketplace,4280 Martin Way E,47.049617639,-122.829249413
Evergreen State College - Parking Lot C,2700 Evergreen Parkway,47.071917,-122.976675
CAPITAL GATEWAY STATION 3,505 14th Ave SE,47.035858,-122.894738
Capital Mall Best Buy,625 Black Lake Blvd,47.042821,-122.934577
CAPITAL GATEWAY STATION 4,505 14th Ave SE,47.035855,-122.894786
CAPITAL GATEWAY STATION 6,505 14th Ave SE,47.035841,-122.895035
TW HYUNDAI SALES,2255 Carriage Loop SW,47.030911,-122.932627
Intercity Transit,510 Pattison Street SE,47.045574,-122.857714
Capital Mall REI,625 Black Lake Blvd,47.0420215,-122.938283
OLY CITY HALL OLY CITY HALL 1,601 4th Ave E,47.04506,-122.89476
123 4th Apartments Location 1,123 4th Avenue W.,47.044728,-122.902484
CAPITAL GATEWAY STATION 1,505 14th Ave SE,47.035867,-122.894632
FAST FUEL 2 STATION 1,501 Lilly Rd SE,47.04451,-122.8451
Courtyard by Marriott Olympia,2301 Henderson Park Ln SE,47.028426,-122.8942
CAPITAL GATEWAY STATION 5,1 14th Ave SE,47.035839,-122.895096
Crescent Point Apartments,4907 Dunham Drive,47.0027896,-122.8474706
FAST FUEL 2 STATION 2,501 Lilly Rd SE,47.044497,-122.845142
PORT OF OLYMPIA EAST,700 Capitol Way N,47.050914,-122.902502
PERC STATION 1,112 Henry St NE,47.046577,-122.882704
Office Park,2404 Heritage Court SW,47.02759,-122.920589
CAPITOL CITY STATION 01,2370 Carriage Loop SW,47.03286,-122.92909
Swantown Inn & Spa - Tesla Destination,1431 11th Ave SE,47.03909,-122.882327
Hotel RL by Red Lion - Tesla Destination,2300 Evergreen Park Dr SW,47.027278,-122.912415
MOTORPOOL PRO ARTS 1,208 11th Ave SE,47.038242,-122.899229
CAPITAL GATEWAY STATION 7,505 14th Ave SE,47.035837,-122.894963
Cooper Point Marketplace,3215 Harrison Ave NW,47.04583576,-122.94200684
AGR Olympia,3939 Cleveland Ave.,47.011089,-122.896054
InterCityTransit,2548 Hogum Bay Rd NE,47.067908,-122.76289
Olympia Yacht Club,201 Simmons St NW,47.045491,-122.906952
Omak Inn,912 Koala Dr,48.421424,-119.503978
Veranda Beach Resort - Tesla Destination,299 Eastlake Rd,48.987053,-119.425912
Camaray Motel,1320 Main St,48.938283,-119.436456
"Cafaro SOUTH HILL MALL (PUYALLUP, WA)",3700 S. MERIDIAN,47.15598,-122.29757
Seabrook EV Chargers,351 Parkview Ln,47.19404038977142,-124.1980829153442
ESD PACKWOOD DCFC,13053 US-12,46.6099,-121.669522
ESD PACKWOOD L2,13053 US-12,46.609914,-121.669494
CAR CHARGE 1 STATION 1,2120 W A St,46.225504,-119.118868
Courtyard by Marriott Pasco Tri-Cities Airport - Tesla Destination,2011  West Argent Road,46.25605,-119.11724
Bill Robertson Nissan,928 N 28th Ave,46.236607,-119.128998
Red Lion Hotel Pasco - Tesla Destination,2525 North 20th Ave,46.250235,-119.116144
Franklin PUD Energy Services,1411 W Clark,46.229119,-119.106522
Yokes Grocery - Tesla Supercharger,4905 North Road 68,46.272432,-119.182453
Howard's Lakeshore Inn,233 Lakeshore Dr,48.051825,-119.901506
Safeway 110 East 3rd St,110 East 3rd St,48.1161725,-123.4347265
"Walmart 2196 (Port Angeles, WA)",3411 E KOLONELS WAY,48.10993,-123.36134
PORT ANGELES CITY HALL #2,308 E 4th St,48.114488,-123.431968
"George Washington Inn, a Select Registry Property - Tesla Destination",939 Finn Hall Rd,48.116414,-123.255357
PORT ANGELES CITY HALL #3,308 E 4th St,48.114455,-123.431904
Dan Wilder Nissan,53 Jetta Way,48.102863,-123.342273
PORT ANGELES CITY HALL #1,308 E 4th St,48.114513,-123.43206
Olympic National Park - Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Rd,47.96937,-123.86338
Colette's Bed and Breakfast - Tesla Destination,339 Finn Hall Rd,48.1149208,-123.2683981
Ruddell Auto,110 S Golf Course Rd,48.10556,-123.40325
Camaraderie Cellars - Tesla Destination,334 Benson Rd,48.101579,-123.477119
"Kroger Fred Meyer 655 (Port Orchard, WA)",1900 SE Sedgwick Rd,47.50453,-122.62941
Haven on Sidney,4999 Sidney Road Southwest,47.5023415,-122.6523737
Orchard on the Green,2250 Sidney Ave,47.513098,-122.652068
Mile Hill Plaza,1434 Onley Ave SE,47.535286,-122.6101915
Kitsap Transit - Harper Church,10384 SE Sedgwick Rd.,47.504444,-122.516388
Safeway 370 S W Sedgwick Rd,370 S W Sedgwick Rd,47.496601419,-122.652109803
John L Scott Real Estate,2219 W Sims Way,48.102409,-122.80229
GreenPod Development,1531 W Sims Way,48.103061,-122.794143
ReVision Marine,301 10th Street,48.10697,-122.779991
Power Trip Energy Corp,83 Denny Ave,48.093634,-122.813252
Windermere Real Estate,1220 Water St,48.113018,-122.760544
Safeway 442 W Sims Way,442 W Sims Way,48.108127484,-122.78202579
Norland Trails,Northwest Advance Drive,47.7651883,-122.6573597
POULSBO STATION 1,20150 7th Ave NE,47.744532,-122.639463
"Kitsap Transit - North Viking Poulsbo Park N Ride, WA",21711 Vetter Rd NW,47.75946,-122.661047
Port of Poulsbo,19133 Jensen Way NE,47.736632,-122.647204
CHARGEPOINT CENTRAL MARKET,20148 10th Ave. NE,47.746624,-122.636916
"Walmart 5272 (Poulsbo, WA)",21200 Olhava Way NW,47.75648,-122.66051
POULSBO STATION 2,20150 7th Ave NE,47.744534,-122.63931
Olympic College Poulsbo,1000 Olympic College Way NW,47.76572183096526,-122.6627871606062
Safeway 19245 10th Ave Ne Poulsbo WA 98370,19245 10th Ave Ne,47.737887216,-122.636288
Prosser,40 Merlot Drive,46.219996,-119.78951
TRANS SERVICES TERRELL,Terrell Parking Garage Cougar Way,46.732394,-117.164374
TRANS SERVICES SCUE,Smith Center Parking Garage Stadium Way,46.729675,-117.161393
TRANS SERVICES PACCAR,2000 Grimes Way,46.729734,-117.156333
Holiday Inn Express Pullman - Tesla Destination,1190 SE Bishop Blvd,46.715837,-117.166626
TRANS SERVICES DANA WEST,305 NE Spokane Street,46.730066,-117.169086
Hotel McCoy,455 SE Paradise St,46.72914,-117.177179
COP_ CITY HALL NO. 1,190 SE Crestview St,46.719669,-117.181523
COP_ CITY HALL NO. 3,190 SE Crestview St,46.719919,-117.182462
COP_ CITY HALL NO. 2,190 SE Crestview St,46.71994,-117.182416
P1FCU,745 SE Fairmount Dr.,46.71111,-117.17948
Pullman DCFC,150 E Spring St.,46.729875,-117.174581
Gold Parking Lot,110 9th Ave SW,47.184778,-122.29331
Bill Korum's Puyallup Nissan,101 Valley Ave NW,47.207367,-122.294997
TOYOTA PUYALLUP SALES PARKING 2,1406 15th St NW,47.203619,-122.313662
Red Parking Lot,110 9th Ave SW,47.185296,-122.299236
Meridian Town Center,13308 Meridian Ave E.,47.135190354,-122.294424858
Summit Country Center,11012 Canyon Road East,47.1558165,-122.358682
Glacier 1,12020 Sunrise Boulevard East,47.0968511,-122.2694515
TOYOTA PUYALLUP SALES PARKING 1,1406 15th St NW,47.203639,-122.313561
"Amazon Go WA Puyallup South, Puyallup WA",15518 Meridian Ave E,47.115002,-122.294053
Blue Parking Lot - North,10th Ave SE,47.182613,-122.291317
Hampton Inn and Suites Puyallup - Tesla Destination,1515 S Meridian,47.17669,-122.2931
"Frederickson Place - Frederickson, WA DCFC",17710 Canyon Road East,47.0958375,-122.357127
"Kohl's Puyallup, WA",16918 Meridian Avenue East,47.101923,-122.296815
PERMANENTE KP PUYALLUP #4,1009 39th Ave SE,47.155357,-122.28065
KORUM HYUNDAI PC 2,111 River Rd,47.199421,-122.295091
KORUM HYUNDAI PC 1,111 River Rd,47.199423,-122.295043
Glacier 2,12020 Sunrise Blvd E,47.2125843,-122.240193
Pioneer Crossing,712 Shaw Rd,47.184725,-122.257002
PERMANENTE KPP #3,1007 39th Ave SE,47.155403,-122.28066
PERMANENTE KPP #1,1007 39th Ave SE,47.155502,-122.28065
GROUPHEALTH PYP KP PUYALLUP #5,1007 39th Ave SE,47.155304,-122.280655
PERMANENTE KP PUYALLUP #2,1007 39th Ave SE,47.15545,-122.28066
Seattle Premium Outlets,10600 Quil Ceda Blvd,48.09264,-122.1897
Lake Quinault Lodge,345 S Shore Rd,47.465555,-123.850735
Shell Gas Station - Tesla Supercharger,16010  Road 1 Northwest,47.103405,-119.83392
Cave B Estate Winery & Resort - Tesla Destination,344 Silica Rd NW,47.098792,-119.996204
MDS QUINCY DCQUINCYMWH0601,1515 Port Industrial Way,47.238641,-119.895401
MDS QUINCY DCQUINCYMWH0602,1515 Port Industrial Way,47.238277,-119.895745
ESD RANDLE DCFC,9781 US-12,46.535837,-121.958914
ESD RANDLE L2,9781 US-12,46.535844,-121.958906
Willows Building B,12277 134th Court Northeast,47.7096188,-122.1623907
RADIATE 4000 RADIATE 1,15808 Bear Creek Pkwy,47.673795,-122.128859
RADIATE 4000 RADIATE 2,15808 Bear Creek Pkwy,47.673824,-122.128893
REFLECTIONS REFLECTIONS 1,6422 E Lake Sammamish Pkwy NE,47.663672,-122.098617
ALOFT ALOFT ELEMENT 2,2752-2836 152nd Ave NE,47.635607,-122.137229
Seattle Marriott Redmond - Tesla Destination,7401 164th Ave NE,47.671225,-122.122192
Willows Building D,12034 134th Court Northeast,47.7088267,-122.1601307
The Village at Overlake,2580 152nd Avenue Northeast,47.633041,-122.136031
"BofA Overlake Park WA3-152 (Redmond, WA)",2400 148th Avenue NE,47.63187,-122.14277
Albertsons 3925 236Th Ave NE Redmond WA,3925 236Th Ave NE,47.645190854,-122.025976837
Redmond Town Center (West Garage),16331 Northeast 72nd Way,47.6688074,-122.122092
Archer Hotel at Redmond Town Center - Tesla Destination,7200 164th Ave NE,47.6804551,-122.1217694
Willows A,11431 Willows Road,47.70340520000001,-122.15378520000002
"Target T0995 - Redmond, WA",NE 76th St.,47.67179,-122.10457
KOHL'S - CHPT 1136 REDMOND 1,17601 NE Union Hill Rd,47.67511,-122.103812
531606 : Willows Commerce Park - DigiPen,9931 Willows Road,47.688818,-122.150315
431606 : Avalon ParcSquare,16080 Northeast 85th Street,47.6788524,-122.1260216
"Hampton Inn & Suites - Redmond, WA",17770 NE 78th Place,47.673966,-122.103558
KOHL'S - CHPT 1136 REDMOND 2,17601 NE Union Hill Rd,47.67505,-122.104091
KING COUNTY DES VDC #1,18655 NE Union Hill Rd,47.676051,-122.091578
RED 160,16015 Cleveland St,47.674374,-122.127167
ALOFT ALOFT ELEMENT 1,2752-2836 152nd Ave NE,47.635651,-122.136671
KING COUNTY DES VDC #2,18655 NE Union Hill Rd,47.676062,-122.091497
531605: Park East Business Park,18005 Northeast 68th Street,47.6665847,-122.0991426
Redmond Town Center,7525 166th Ave,47.67137,-122.11949
Resound Energy - Redmond Town Center,7597 170th Ave NE,47.670465,-122.114889
KING COUNTY DES VDC #3,18655 NE Union Hill Rd,47.676078,-122.091413
REFLECTIONS RFEFLECTIONS 3,6416 E Lake Sammamish Pkwy NE,47.662861,-122.097803
CITY OF REDMOND MOC #1 PUBLIC,18080 NE 76th St,47.672359,-122.099034
CITY OF REDMOND CITY HALL DUAL,15670 NE 85th St,47.679224,-122.12995
AMZ MONSTER #1,1167 Monster Rd SW,47.4742,-122.24461
Safeway 2725 NE Sunset Blvd,2725 NE Sunset Blvd,47.499129,-122.180651
Safeway 200 South 3rd St.,200 South 3rd St.,47.4799835,-122.215076
South 405 Place,900 SW 16th Street,47.46655,-122.22995
VALLEY MED CTR N GARAGE #2,4033 Talbot Rd S,47.444685,-122.214496
"Target T2290 - Renton, WA",1215 N Landing Way,47.49729,-122.1993
The Wayne Apartments,13850 Southeast 180th Street,47.4418203,-122.1554235
VALLEY MED CTR NE GARAGE #4,3917 Talbot Rd S,47.444636,-122.21277
VALLEY MED CTR NE GARAGE #1,3921 Talbot Rd S,47.444946,-122.212785
Wonderland Estates,14645 Maple Valley Hwy,47.465678,-122.142289
BLACKRIVER BLACKRIVER #3,620 Naches Ave SW,47.474427,-122.233381
Southport Garage Level B,1103 Lake Washington Blvd. No.,47.501865833,-122.203970833
PSEJATC,550 SW 7th St,47.474171,-122.224102
BLACKRIVER JSH DUAL #1,923 Powell Ave SW,47.471546,-122.232002
IKEA - Tesla Supercharger,601 SW 41st St,47.443065,-122.225152
Younker Nissan,3401 E Valley Rd,47.448354,-122.2188
The Landing,828 N 10th Pl,47.49845,-122.20461
McLendon Hardware,440 Rainier Ave South,47.477362,-122.215347
Fairwood Apartments,14300 SE 171st Way,47.446482,-122.148366
VALLEY MED CTR NE GARAGE #2,3921 Talbot Rd S,47.444881,-122.212781
Topgolf 780 Logan Avenue North,780 Logan Avenue North,47.494084378,-122.206335298
KING COUNTY DES RENTON 2,155 Monroe Ave NE,47.482565,-122.175843
BLACKRIVER BLACKRIVER #2,620 Naches Ave SW,47.474453,-122.233397
City of Renton - City Hall,1055 S Grady Way,47.474537,-122.204976
"Walgreens - Renton, WA #12497",4105 NE 4th St,47.4884945,-122.1642138
VALLEY MED CTR MAIN LOT #8,4109-4251 Talbot Rd S,47.443123,-122.212538
KING COUNTY DES RENTON 1,155 Monroe Ave NE,47.482839,-122.176025
IKEA USA RENTON 2,601 SW 41st St,47.442791,-122.227276
VALLEY MED CTR N GARAGE #1,4033 Talbot Rd S,47.444606,-122.214491
VALLEY MED CTR MAIN LOT #6,400 S 43rd St,47.443215,-122.212479
IKEA USA RENTON ST 1,601 SW 41st St,47.442789,-122.227261
VALLEY MED CTR MAIN LOT #5,400 S 43rd St,47.443255,-122.212445
IKEA USA RENTON 3,601 SW 41st St,47.442974,-122.227286
VALLEY MED CTR NE GARAGE #3,3917 Talbot Rd S,47.444763,-122.21277
2000 Lake Washington Apartments,1300 North 20th Street,47.50982,-122.20117
Southport South Garage Level A,1103 Lake Washington Blvd. No.,47.501408833,-122.2044995
Southport Garage Level A,1103 Lake Washington Blvd. No.,47.5015305,-122.20464175
VALLEY MED CTR MAIN LOT #7,4109-4251 Talbot Rd S,47.443161,-122.212511
Southport Garage Level C,1103 Lake Washington Blvd. No.,47.50222425,-122.203510417
Richland,2700 Duprotail St.,46.26024,-119.309695
Audi Tri-Cities,1125 Aaron Dr,46.259655,-119.282117
Hampton Inn Richland/Tri-Cities - Tesla Destination,486 Bradley Blvd,46.271849,-119.269167
Homewood Suites Richland - Tesla Destination,1060 George Washington Wy,46.281294,-119.273452
La Bella Vita Kitchen and Bar,1515 George Washington Way,46.2925976863444,-119.274740824072
DC RICHLAND 2,1457 Tapteal Drive,46.230229,-119.226637
Pacific Office Solutions,2574 Roberson Drive,46.324948,-119.308371
ILANI STATION 3,1 Cowlitz Way,45.852356,-122.708312
ILANI 3B-1 DUAL,1 Cowlitz Way,45.85314,-122.709076
ILANI 1B-1 DUAL,1 Cowlitz way,45.853153,-122.70891
ILANI 3B-2 DUAL,1 Cowlitz Way,45.853123,-122.70916
ILANI 3A-2 SINGLE,1 Cowlitz Way,45.8533,-122.70874
ILANI 3A-3 DUAL,1 Cowlitz Way,45.85321,-122.709045
ILANI 3C-1 SINGLE,1 Cowlitz Way,45.853115,-122.709
DAVIS PARK STATION 1,210 N Main Ave,45.816957,-122.74557
ILANI 3C-2 DUAL,1 Cowlitz Way,45.853092,-122.708916
ILANI 3A-1 DUAL,1 Cowlitz Way,45.853176,-122.70878
ILANI COWLITZ 1,1 Cowlitz Way,45.852508,-122.708365
Junction Park & Ride - Tesla Supercharger,125 N 65th Ave,45.817752,-122.682883
Ilani Casino Resort,3710 NW 319th St,45.852337,-122.708397
RIDGEFIELD NWR STATION 1,28908 NW Main Ave,45.82999,-122.74774
Birkenstock,17506 NE Delfel Ct,45.748069,-122.662816
ILANI 3B-3 SINGLE,1 Cowlitz Way,45.853138,-122.70895
Rosauers - Ridgefield,101 S. 47th Avenue,45.814726,-122.7015315
I-5 Gee Creek NB Rest Area,"Interstate 5, Milepost 11 South",45.77671,-122.669
Ridgefield - Country Café,6370 N. 1st Circle,45.81749,-122.68359
ILANI STATION 2,1 Cowlitz Way,45.852238,-122.708784
ILANI 3A-4 DUAL,1 Cowlitz Way,45.850762,-122.708196
Conoco,1293 S Division St,47.118605,-118.365561
Best Western Plus Bronco Inn - Tesla Supercharger,105 W Galbreath Way,47.116294,-118.368328
Cow Creek Mercantile,1611 Smittys Blvd.,47.11948,-118.36271
Roche Harbor Resort LLC,248 Reuben Memorial Drive,48.60856686159947,-123.15288171604192
Roche Harbor Marina,160 Ruben Memorial Dr,48.607282,-123.153777
Grand Mound Liquor Store,19947 Old Highway 99 SW,46.798453,-123.0123
Skagit General Store,500 Newhalem St,48.6735,-121.244711
Seattle City Light - Newhalem Parking Lot,500 Newhalem St,48.673466,-121.261467
Rosalia,607 S Whitman Ave,47.23432,-117.370158
Gonzaga Fast,721 N Cincinnati,47.663105,-117.40049
ESD SALKUM L2,2480 US-12,46.531353,-122.630243
ESD SALKUM DCFC,2480 US-12,46.531361,-122.629874
SAMMAMISH CITY HALL LOT 1,801 228th Ave SE,47.601564,-122.036305
SAMMAMISH GARAGE 2,801 228th Ave SE,47.601615,-122.036718
SAMMAMISH CITY HALL LOT 2,801 228th Ave SE,47.60161,-122.036303
SAMMAMISH SAMM VILLAGE #1,301 - 228th Avenue SE,47.605953,-122.037391
Sammamish Highlands,510 228Th Ave Ne,47.6141025,-122.0341465
Pine Lake Village,3016 Issaquah-Pine Lake Rd Se,47.5831155,-122.03388
SAMMAMISH SAM VILLAGE #2,22612 SE 4th St,47.606215,-122.037426
"Saffron Partners, L.L.C. (Retail)",22850 NE 8th Street,47.6169094,-122.0334614
SAMMAMISH GARAGE 1,801 228th Ave SE,47.601657,-122.036938
Sea Tac Office Center,18000 International Blvd.,47.4413275,-122.2950909
CI&S COUNTRY INN #1,3100 S 192nd St,47.431736,-122.29395
CITY OF SEATAC CITY HALL 1,4800 S 188th St,47.434021,-122.273183
PUBLIC CHARGING ANGLE LAKE #3,2702 S 200th St,47.423292,-122.298719
PUBLIC CHARGING ANGLE LAKE #2,2702 S 200th St,47.423319,-122.298723
PUBLIC CHARGING ANGLE LAKE #4,2702 S 200th St,47.42327,-122.298719
